"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022441654.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111106827"," U6 snRNA-associated Sm-like protein LSm3"
"2","XM_022445844.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111109639"," small nuclear ribonucleoprotein F"
"3","XM_022445844.1","protein-containing complex assembly",0.0306443849241497,"GO:0022618","ribonucleoprotein complex assembly","BP","black","LOC111109639"," small nuclear ribonucleoprotein F"
"4","XM_022446537.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111110150"," U6 snRNA-associated Sm-like protein LSm3"
"5","XM_022463499.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111121987"," probable splicing factor 3B subunit 5"
"6","XM_022470306.1","protein-containing complex assembly",0.0306443849241497,"GO:0022618","ribonucleoprotein complex assembly","BP","black","LOC111125980"," U1 small nuclear ribonucleoprotein C-like"
"7","XM_022470306.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111125980"," U1 small nuclear ribonucleoprotein C-like"
"8","XM_022475115.1","mRNA metabolic process",2.98632648675198e-05,"GO:0006397","mRNA processing","BP","black","LOC111129054"," U6 snRNA-associated Sm-like protein LSm6"
"9","XM_022478917.1","membrane organization",0.0345519146509117,"GO:0007009","plasma membrane organization","BP","black","LOC111131408"," caveolin-1-like"
"10","XM_022479011.1","membrane organization",0.0345519146509117,"GO:0007009","plasma membrane organization","BP","black","LOC111131471"," caveolin-1-like"
