"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022430438.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111099081"," grpE protein homolog 1, mitochondrial-like"
"2","XM_022430770.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111099480"," cystatin-A-like"
"3","XM_022430793.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111099493"," cystatin-A-like"
"4","XM_022438178.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111104309"," uncharacterized"
"5","XM_022438323.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111104400"," uncharacterized"
"6","XM_022440260.1","ATP-dependent activity",0.0116139570410886,"GO:0004386","helicase activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"7","XM_022440260.1","hydrolase activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"8","XM_022440260.1","catalytic activity",0.0242497223438869,"GO:0016874","ligase activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"9","XM_022440260.1","catalytic activity",0.0116139570410886,"GO:0004386","helicase activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"10","XM_022440260.1","ATP-dependent activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"11","XM_022440260.1","catalytic activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111105834"," ruvB-like 1"
"12","XM_022448720.1","molecular function regulator activity",0.026344736221568,"GO:0030234","enzyme regulator activity","MF","turquoise","LOC111111632"," kunitz-type serine protease inhibitor A-like"
"13","XM_022457310.1","translation regulator activity",6.3639146953059e-05,"GO:0008135","translation factor activity, RNA binding","MF","turquoise","LOC111118029"," eukaryotic translation initiation factor 3 subunit E-like"
"14","XM_022457516.1","translation regulator activity",6.3639146953059e-05,"GO:0008135","translation factor activity, RNA binding","MF","turquoise","LOC111118183"," eukaryotic translation initiation factor 3 subunit E-like"
"15","XM_022457766.1","catalytic activity",0.0242497223438869,"GO:0016874","ligase activity","MF","turquoise","LOC111118359"," ruvB-like 2"
"16","XM_022457766.1","ATP-dependent activity",0.0116139570410886,"GO:0004386","helicase activity","MF","turquoise","LOC111118359"," ruvB-like 2"
"17","XM_022457766.1","hydrolase activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111118359"," ruvB-like 2"
"18","XM_022457766.1","ATP-dependent activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111118359"," ruvB-like 2"
"19","XM_022457766.1","catalytic activity",0.0116139570410886,"GO:0004386","helicase activity","MF","turquoise","LOC111118359"," ruvB-like 2"
"20","XM_022457766.1","catalytic activity",0.0111829955810377,"GO:0016887","ATP hydrolysis activity","MF","turquoise","LOC111118359"," ruvB-like 2"
