"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022442202.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111107163"," mitogen-activated protein kinase 14A-like"
"2","XM_022442202.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111107163"," mitogen-activated protein kinase 14A-like"
"3","XM_022442202.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111107163"," mitogen-activated protein kinase 14A-like"
"4","XM_022444663.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111108651"," mitogen-activated protein kinase 14A-like"
"5","XM_022444663.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111108651"," mitogen-activated protein kinase 14A-like"
"6","XM_022444663.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111108651"," mitogen-activated protein kinase 14A-like"
"7","XM_022458005.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111118497"," cAMP-dependent protein kinase catalytic subunit"
"8","XM_022458005.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111118497"," cAMP-dependent protein kinase catalytic subunit"
"9","XM_022458005.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111118497"," cAMP-dependent protein kinase catalytic subunit"
"10","XM_022458068.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111118549"," ras-related protein Rab-10-like"
"11","XM_022458068.1","hydrolase activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111118549"," ras-related protein Rab-10-like"
"12","XM_022458068.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111118549"," ras-related protein Rab-10-like"
"13","XM_022460052.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111119650"," casein kinase I-like"
"14","XM_022460052.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111119650"," casein kinase I-like"
"15","XM_022460052.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111119650"," casein kinase I-like"
"16","XM_022464036.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111122325"," ras-related protein Rab-35-like"
"17","XM_022464036.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111122325"," ras-related protein Rab-35-like"
"18","XM_022464036.1","hydrolase activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111122325"," ras-related protein Rab-35-like"
"19","XM_022467483.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111124543"," serine/threonine kinase-like domain-containing protein STKLD1"
"20","XM_022467483.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111124543"," serine/threonine kinase-like domain-containing protein STKLD1"
"21","XM_022467483.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111124543"," serine/threonine kinase-like domain-containing protein STKLD1"
"22","XM_022468237.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111124929"," glycogen synthase kinase-3 beta-like"
"23","XM_022468237.1","catalytic activity",0.0287484540819846,"GO:0003924","GTPase activity","MF","red","LOC111124929"," glycogen synthase kinase-3 beta-like"
"24","XM_022468237.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111124929"," glycogen synthase kinase-3 beta-like"
"25","XM_022475041.1","transferase activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111129006"," calcium-independent protein kinase C-like"
"26","XM_022475041.1","catalytic activity",0.0353957277612291,"GO:0016301","kinase activity","MF","red","LOC111129006"," calcium-independent protein kinase C-like"
