"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105335713","Day2","tan","crg03082","ATP-dependent chromatin remodeling",91,4,"105335713",0.043956043956044,0.000344989023823223,3.4621947222277,0.0021788780451993,"LOC111125973"," actin, adductor muscle"
"2","crg:105335713","Day2","tan","crg03082","ATP-dependent chromatin remodeling",91,4,"105335713",0.043956043956044,0.000344989023823223,3.4621947222277,0.0021788780451993,"LOC111120309"," actin, adductor muscle-like"
"3","crg:105323174","Day2","tan","crg03082","ATP-dependent chromatin remodeling",91,4,"105323174",0.043956043956044,0.000344989023823223,3.4621947222277,0.0021788780451993,"LOC111130935"," bromodomain adjacent to zinc finger domain protein 2B-like"
"4","crg:105326476","Day2","tan","crg03082","ATP-dependent chromatin remodeling",91,4,"105326476",0.043956043956044,0.000344989023823223,3.4621947222277,0.0021788780451993,"LOC111129852"," transcriptional repressor p66-beta-like"
"5","crg:105340654","Day2","tan","crg03082","ATP-dependent chromatin remodeling",91,4,"105340654",0.043956043956044,0.000344989023823223,3.4621947222277,0.0021788780451993,"LOC111120820"," vacuolar protein sorting-associated protein 72 homolog"
"6","crg:105330143","Day2","tan","crg00790","Folate biosynthesis",34,2,"105330143",0.0588235294117647,0.00742831479764705,2.12910969998017,0.0312771149374613,"LOC111135358"," alkaline phosphatase, tissue-nonspecific isozyme-like"
"7","crg:105343048","Day2","tan","crg00790","Folate biosynthesis",34,2,"105343048",0.0588235294117647,0.00742831479764705,2.12910969998017,0.0312771149374613,"LOC111103021"," phenylalanine-4-hydroxylase-like"
"8","crg:105343048","Day2","tan","crg00790","Folate biosynthesis",34,2,"105343048",0.0588235294117647,0.00742831479764705,2.12910969998017,0.0312771149374613,"LOC111105167"," phenylalanine-4-hydroxylase-like"
"9","crg:105343048","Day2","tan","crg00790","Folate biosynthesis",34,2,"105343048",0.0588235294117647,0.00742831479764705,2.12910969998017,0.0312771149374613,"LOC111103022"," protein henna-like"
"10","crg:105343048","Day2","tan","crg00790","Folate biosynthesis",34,2,"105343048",0.0588235294117647,0.00742831479764705,2.12910969998017,0.0312771149374613,"LOC111105201"," protein henna-like"
"11","crg:105335713","Day2","tan","crg04814","Motor proteins",147,5,"105335713",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111125973"," actin, adductor muscle"
"12","crg:105335713","Day2","tan","crg04814","Motor proteins",147,5,"105335713",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111120309"," actin, adductor muscle-like"
"13","crg:105339571","Day2","tan","crg04814","Motor proteins",147,5,"105339571",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111128364"," kinesin-like protein KIF26B"
"14","crg:105335489","Day2","tan","crg04814","Motor proteins",147,5,"105335489",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111130257"," tropomyosin"
"15","crg:105335489","Day2","tan","crg04814","Motor proteins",147,5,"105335489",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111128702"," tropomyosin-2-like"
"16","crg:105348570","Day2","tan","crg04814","Motor proteins",147,5,"105348570",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111132450"," troponin T-like"
"17","crg:105348570","Day2","tan","crg04814","Motor proteins",147,5,"105348570",0.0340136054421769,0.000184114151989395,3.73491282803762,0.0021788780451993,"LOC111131563"," troponin T-like"
