"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105318076","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105318076",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111133037"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like"
"2","crg:105319312","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105319312",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111136515"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
"3","crg:105342980","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105342980",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111112565"," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
"4","crg:105342980","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105342980",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111112035"," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
"5","crg:105328999","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105328999",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111101041"," V-type proton ATPase subunit B"
"6","crg:105336770","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105336770",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111130836"," V-type proton ATPase subunit D-like"
"7","crg:105339285","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105339285",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111137078"," V-type proton ATPase subunit e 2-like"
"8","crg:105332665","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105332665",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111121564"," cytochrome b-c1 complex subunit 2, mitochondrial-like"
"9","crg:105318400","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105318400",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111121158"," cytochrome c oxidase subunit 5B, mitochondrial-like"
"10","crg:105329817","Day2","salmon","crg00190","Oxidative phosphorylation",84,9,"105329817",0.107142857142857,0.00117342346885939,2.93054522999884,0.0279974722394522,"LOC111118584"," inorganic pyrophosphatase-like"
