"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022430907.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111099585"," lys-63-specific deubiquitinase BRCC36-like"
"2","XM_022430907.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111099585"," lys-63-specific deubiquitinase BRCC36-like"
"3","XM_022430907.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111099585"," lys-63-specific deubiquitinase BRCC36-like"
"4","XM_022435122.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111102414"," ATP synthase F(0) complex subunit B1, mitochondrial-like"
"5","XM_022435628.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111102760"," ganglioside GM2 activator-like"
"6","XM_022440672.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111106127"," ATP synthase subunit gamma, mitochondrial-like"
"7","XM_022440672.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111106127"," ATP synthase subunit gamma, mitochondrial-like"
"8","XM_022440672.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111106127"," ATP synthase subunit gamma, mitochondrial-like"
"9","XM_022440898.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111106284"," tryptase-2-like"
"10","XM_022440898.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111106284"," tryptase-2-like"
"11","XM_022440898.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111106284"," tryptase-2-like"
"12","XM_022443860.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111108193"," ATP synthase subunit gamma, mitochondrial-like"
"13","XM_022443860.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111108193"," ATP synthase subunit gamma, mitochondrial-like"
"14","XM_022443860.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111108193"," ATP synthase subunit gamma, mitochondrial-like"
"15","XM_022444804.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111108746"," mitochondrial carnitine/acylcarnitine carrier protein-like"
"16","XM_022447503.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111110863"," multidrug resistance protein 1-like"
"17","XM_022447503.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111110863"," multidrug resistance protein 1-like"
"18","XM_022447503.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111110863"," multidrug resistance protein 1-like"
"19","XM_022448615.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111111564"," cathepsin B-like"
"20","XM_022448615.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111111564"," cathepsin B-like"
"21","XM_022448615.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111111564"," cathepsin B-like"
"22","XM_022450957.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113026"," cathepsin L1-like"
"23","XM_022450957.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113026"," cathepsin L1-like"
"24","XM_022450957.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111113026"," cathepsin L1-like"
"25","XM_022450958.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113028"," cathepsin L1-like"
"26","XM_022450958.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113028"," cathepsin L1-like"
"27","XM_022450958.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111113028"," cathepsin L1-like"
"28","XM_022450959.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113029"," cathepsin L1-like"
"29","XM_022450959.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113029"," cathepsin L1-like"
"30","XM_022450959.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111113029"," cathepsin L1-like"
"31","XM_022451096.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113113"," tryptase-2-like"
"32","XM_022451096.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111113113"," tryptase-2-like"
"33","XM_022451096.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111113113"," tryptase-2-like"
"34","XM_022452973.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111114597"," ATP synthase subunit beta, mitochondrial"
"35","XM_022452973.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111114597"," ATP synthase subunit beta, mitochondrial"
"36","XM_022452973.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111114597"," ATP synthase subunit beta, mitochondrial"
"37","XM_022453199.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111114718"," 60S acidic ribosomal protein P1-like"
"38","XM_022454936.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111115985"," 40S ribosomal protein S27-like"
"39","XM_022456845.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"40","XM_022456845.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"41","XM_022456845.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"42","XM_022456984.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111117753"," carboxypeptidase B-like"
"43","XM_022456984.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111117753"," carboxypeptidase B-like"
"44","XM_022456984.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111117753"," carboxypeptidase B-like"
"45","XM_022457734.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111118329"," cytochrome c oxidase subunit 5B, mitochondrial-like"
"46","XM_022458054.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111118540"," 40S ribosomal protein SA-like"
"47","XM_022458975.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111119118"," ATP synthase subunit d, mitochondrial-like"
"48","XM_022459024.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111119153"," rho GDP-dissociation inhibitor 1-like"
"49","XM_022459436.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111119359"," 40S ribosomal protein S24-like"
"50","XM_022459437.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111119359"," 40S ribosomal protein S24-like"
"51","XM_022461285.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111120517"," stromal membrane-associated protein 1-like"
"52","XM_022462052.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111120976"," 40S ribosomal protein S2"
"53","XM_022463353.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111121880"," sodium/calcium exchanger 3-like"
"54","XM_022463568.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111122041"," elastase-1-like"
"55","XM_022463568.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111122041"," elastase-1-like"
"56","XM_022463568.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111122041"," elastase-1-like"
"57","XM_022465241.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111123124"," ATP synthase subunit g, mitochondrial-like"
"58","XM_022466077.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111123623"," V-type proton ATPase 16 kDa proteolipid subunit-like"
"59","XM_022466350.1","transporter activity",0.00685944451353247,"GO:0022857","transmembrane transporter activity","MF","brown","LOC111123790"," transient receptor potential cation channel subfamily V member 5-like"
"60","XM_022466797.1","catalytic activity, acting on a pro...",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111123988"," alpha-aspartyl dipeptidase-like"
"61","XM_022466797.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111123988"," alpha-aspartyl dipeptidase-like"
"62","XM_022466797.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111123988"," alpha-aspartyl dipeptidase-like"
"63","XM_022467480.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111124539"," kunitz-type U19-barytoxin-Tl1a-like"
"64","XM_022467573.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111124591"," kunitz-type protease inhibitor 1-like"
"65","XM_022468543.1","molecular function regulator",0.0327460640345228,"GO:0030234","enzyme regulator activity","MF","brown","LOC111125083"," ganglioside GM2 activator-like"
"66","XM_022469477.1","structural molecule activity",4.276207341282e-06,"GO:0003735","structural constituent of ribosome","MF","brown","LOC111125548"," 40S ribosomal protein S5"
"67","XM_022470946.1","hydrolase activity",7.89958896959683e-07,"GO:0008233","peptidase activity","MF","brown","LOC111126375"," chymotrypsinogen B-like"
"68","XM_022470946.1","hydrolase activity",0.00634849397005381,"GO:0016887","ATPase activity","MF","brown","LOC111126375"," chymotrypsinogen B-like"
