"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022430770.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111099480"," cystatin-A-like"
"2","XM_022430793.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111099493"," cystatin-A-like"
"3","XM_022441106.1","transferase activity",0.0134812665251859,"GO:0016746","transferase activity, transferring acyl groups","MF","greenyellow","LOC111106432"," histone acetyltransferase KAT2B-like"
"4","XM_022443094.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111107750"," cystatin-A1-like"
"5","XM_022443096.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111107753"," cystatin-A-like"
"6","XM_022444093.1","transferase activity",0.0134812665251859,"GO:0016746","transferase activity, transferring acyl groups","MF","greenyellow","LOC111108307"," 5-aminolevulinate synthase, nonspecific, mitochondrial-like"
"7","XM_022447481.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111110845"," uncharacterized"
"8","XM_022454378.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111115588"," uncharacterized"
"9","XM_022457905.1","transferase activity",0.0134812665251859,"GO:0016746","transferase activity, transferring acyl groups","MF","greenyellow","LOC111118429"," trifunctional enzyme subunit beta, mitochondrial-like"
"10","XM_022481309.1","molecular function regulator",0.00292890458009458,"GO:0030234","enzyme regulator activity","MF","greenyellow","LOC111133180"," cystatin-A-like"
