"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317098","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105317098","polyglutamine-binding protein 1"
"2","crg:105317400","crg03060","Protein export","105341192/105330866/105329775/105340191/105320100/105348945/105317400",7,"105317400","signal recognition particle 14 kDa protein"
"3","crg:105318528","crg03050","Proteasome","105322442/105318528/105327391/105326796/105341026/105341348/105332983/105333633",8,"105318528","proteasome subunit alpha type-6"
"4","crg:105319972","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105319972","neo-calmodulin isoform X1"
"5","crg:105320100","crg03060","Protein export","105341192/105330866/105329775/105340191/105320100/105348945/105317400",7,"105320100","signal recognition particle 9 kDa protein"
"6","crg:105320117","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105320117","serine/arginine-rich splicing factor 6 isoform X1"
"7","crg:105321301","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105321301","inositol monophosphatase 1"
"8","crg:105321607","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105321607","peptidyl-prolyl cis-trans isomerase E isoform X1"
"9","crg:105321821","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105321821","pre-mRNA-splicing factor SPF27"
"10","crg:105322442","crg03050","Proteasome","105322442/105318528/105327391/105326796/105341026/105341348/105332983/105333633",8,"105322442","proteasome subunit alpha type-4"
"11","crg:105322958","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105322958","U6 snRNA-associated Sm-like protein LSm6 isoform X1"
"12","crg:105325235","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105325235","zinc finger matrin-type protein 2"
"13","crg:105326796","crg03050","Proteasome","105322442/105318528/105327391/105326796/105341026/105341348/105332983/105333633",8,"105326796","26S proteasome regulatory subunit 4"
"14","crg:105327391","crg03050","Proteasome","105322442/105318528/105327391/105326796/105341026/105341348/105332983/105333633",8,"105327391","26S proteasome non-ATPase regulatory subunit 4"
"15","crg:105327414","crg03008","Ribosome biogenesis in eukaryotes","105345357/105327414/105348739/105340884/105343450/105344975/105328638/105341713/105348805/105345478",10,"105327414","U3 small nucleolar RNA-associated protein 18 homolog"
"16","crg:105327851","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105327851","serine/arginine-rich splicing factor 1A"
"17","crg:105327997","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105327997","calmodulin-A"
"18","crg:105327998","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105327998","calmodulin-A"
"19","crg:105328005","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105328005","calmodulin-A"
"20","crg:105328352","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105328352","serine/arginine-rich splicing factor 7"
"21","crg:105328638","crg03008","Ribosome biogenesis in eukaryotes","105345357/105327414/105348739/105340884/105343450/105344975/105328638/105341713/105348805/105345478",10,"105328638","ribosome maturation protein SBDS"
"22","crg:105329775","crg03060","Protein export","105341192/105330866/105329775/105340191/105320100/105348945/105317400",7,"105329775","signal recognition particle receptor subunit beta"
"23","crg:105330866","crg03060","Protein export","105341192/105330866/105329775/105340191/105320100/105348945/105317400",7,"105330866","signal recognition particle 19 kDa protein"
"24","crg:105331481","crg04070","Phosphatidylinositol signaling system","105339773/105328005/105334733/105327997/105338360/105342224/105319972/105327998/105338369/105334743/105321301/105331481/105338399",13,"105331481","neo-calmodulin"
"25","crg:105331507","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105331507","protein BUD31 homolog"
"26","crg:105332885","crg03040","Spliceosome","105327851/105325235/105331507/105332885/105320117/105321607/105335780/105322958/105343416/105339081/105321821/105328352/105348755/105317098/105348805/105334692/105338772",17,"105332885","pre-mRNA-splicing factor SYF2"
