"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317754","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105317754","protein transport protein Sec61 subunit alpha"
"2","crg:105318497","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105318497","alpha-N-acetylglucosaminidase isoform X1"
"3","crg:105318596","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105318596","NPC intracellular cholesterol transporter 2-like isoform X1"
"4","crg:105319124","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105319124","V-type proton ATPase subunit C 1"
"5","crg:105319124","crg00190","Oxidative phosphorylation","105321566/105324755/105331743/105345691/105345750/105332665/105344150/105332292/105339285/105328999/105319124/105345808/105332067/105333395/105329817",15,"105319124","V-type proton ATPase subunit C 1"
"6","crg:105320049","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105320049","glutathione S-transferase P 1 isoform X1"
"7","crg:105320326","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105320326","glutathione peroxidase"
"8","crg:105320554","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105320554","S-crystallin SL11 isoform X1"
"9","crg:105320698","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105320698","ganglioside GM2 activator isoform X1"
"10","crg:105320763","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105320763","probable serine/threonine-protein kinase mkcB"
"11","crg:105321031","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105321031","ras-related C3 botulinum toxin substrate 1"
"12","crg:105321566","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105321566","V-type proton ATPase 16 kDa proteolipid subunit"
"13","crg:105321566","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105321566","V-type proton ATPase 16 kDa proteolipid subunit"
"14","crg:105321566","crg00190","Oxidative phosphorylation","105321566/105324755/105331743/105345691/105345750/105332665/105344150/105332292/105339285/105328999/105319124/105345808/105332067/105333395/105329817",15,"105321566","V-type proton ATPase 16 kDa proteolipid subunit"
"15","crg:105321634","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105321634","lysosomal-associated transmembrane protein 4A"
"16","crg:105322568","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105322568","alpha-L-fucosidase"
"17","crg:105322710","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105322710","rac-like GTP-binding protein ARAC7"
"18","crg:105324755","crg00190","Oxidative phosphorylation","105321566/105324755/105331743/105345691/105345750/105332665/105344150/105332292/105339285/105328999/105319124/105345808/105332067/105333395/105329817",15,"105324755","ATP synthase F(0) complex subunit B1, mitochondrial"
"19","crg:105328999","crg04145","Phagosome","105321566/105345949/105334651/105345691/105322710/105338718/105337411/105339285/105328999/105319124/105343071/105321031/105333395/105317754",14,"105328999","V-type proton ATPase subunit B"
"20","crg:105328999","crg00190","Oxidative phosphorylation","105321566/105324755/105331743/105345691/105345750/105332665/105344150/105332292/105339285/105328999/105319124/105345808/105332067/105333395/105329817",15,"105328999","V-type proton ATPase subunit B"
"21","crg:105329817","crg00190","Oxidative phosphorylation","105321566/105324755/105331743/105345691/105345750/105332665/105344150/105332292/105339285/105328999/105319124/105345808/105332067/105333395/105329817",15,"105329817","inorganic pyrophosphatase"
"22","crg:105330227","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105330227","isocitrate dehydrogenase [NADP] cytoplasmic"
"23","crg:105330981","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105330981","microsomal glutathione S-transferase 2"
"24","crg:105331028","crg04142","Lysosome","105340688/105340686/105345948/105321566/105331807/105339566/105345949/105320763/105320698/105333177/105334651/105318596/105335186/105321634/105340689/105346653/105338718/105335927/105337411/105340323/105346019/105344281/105340100/105347059/105318497/105337691/105331028/105322568",28,"105331028","AP-1 complex subunit beta-1"
"25","crg:105331625","crg00480","Glutathione metabolism","105345880/105330227/105343429/105330981/105320326/105320554/105320049/105333884/105331625",9,"105331625","probable glutathione S-transferase 8"
