"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317918","crg03015","mRNA surveillance pathway","105342117/105336239/105345158/105331061/105322560/105333799/105323966/105318324/105330886/105317918",10,"105317918","polyadenylate-binding protein 4-like"
"2","crg:105318324","crg03015","mRNA surveillance pathway","105342117/105336239/105345158/105331061/105322560/105333799/105323966/105318324/105330886/105317918",10,"105318324","pre-mRNA 3'-end-processing factor FIP1 isoform X1"
"3","crg:105318988","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105318988","poly(U)-binding-splicing factor PUF60 isoform X1"
"4","crg:105319620","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105319620","splicing factor 3B subunit 2"
"5","crg:105320956","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105320956","splicing factor U2AF 26 kDa subunit isoform X1"
"6","crg:105321607","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105321607","peptidyl-prolyl cis-trans isomerase E isoform X1"
"7","crg:105322560","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105322560","THO complex subunit 4 isoform X1"
"8","crg:105322560","crg03015","mRNA surveillance pathway","105342117/105336239/105345158/105331061/105322560/105333799/105323966/105318324/105330886/105317918",10,"105322560","THO complex subunit 4 isoform X1"
"9","crg:105322652","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105322652","transcription elongation regulator 1 isoform X1"
"10","crg:105323966","crg03015","mRNA surveillance pathway","105342117/105336239/105345158/105331061/105322560/105333799/105323966/105318324/105330886/105317918",10,"105323966","polyadenylate-binding protein 1 isoform X1"
"11","crg:105324894","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105324894","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16"
"12","crg:105326740","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105326740","ATP-dependent RNA helicase DHX8"
"13","crg:105329185","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105329185","SNW domain-containing protein 1"
"14","crg:105330153","crg03040","Spliceosome","105341528/105334510/105347056/105320956/105336187/105329185/105347185/105319620/105318988/105340745/105322652/105322560/105348084/105324894/105335725/105321607/105333111/105345480/105326740/105330153/105346945/105334527",22,"105330153","THO complex subunit 2"
"15","crg:105330886","crg03015","mRNA surveillance pathway","105342117/105336239/105345158/105331061/105322560/105333799/105323966/105318324/105330886/105317918",10,"105330886","partner of Y14 and mago"
