"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105319696","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105319696","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2"
"2","crg:105321017","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105321017","actin-related protein 2/3 complex subunit 1A"
"3","crg:105325532","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105325532","caveolin-1 isoform X1"
"4","crg:105327336","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105327336","ras-related protein Rab-5C"
"5","crg:105328967","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105328967","partitioning defective 3 homolog"
"6","crg:105330603","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105330603","cytochrome c oxidase subunit NDUFA4"
"7","crg:105331012","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105331012","Arpc3; actin-related protein 2/3 complex subunit 3"
"8","crg:105332143","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105332143","succinate dehydrogenase cytochrome b560 subunit, mitochondrial isoform X1"
"9","crg:105332292","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105332292","cytochrome c1, heme protein, mitochondrial"
"10","crg:105334326","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105334326","caveolin-1"
"11","crg:105334480","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105334480","F-actin-capping protein subunit beta"
"12","crg:105334890","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105334890","F-actin-capping protein subunit alpha-1 isoform X1"
"13","crg:105339682","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105339682","caveolin-1"
"14","crg:105342944","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105342944","caveolin-1"
"15","crg:105344651","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105344651","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
"16","crg:105345381","crg04144","Endocytosis","105325532/105321017/105328967/105331012/105334480/105339682/105342944/105345381/105334326/105334890/105327336",11,"105345381","AP-2 complex subunit mu"
"17","crg:105346116","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"105346116","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
"18","crg:109618245","crg00190","Oxidative phosphorylation","105332292/105346116/105319696/105332143/105330603/105344651/109618245",7,"109618245","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6"
