"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022433392.1","intracellular protein transport",0.00834870048530661,"GO:0006605","protein targeting","BP","brown","LOC111101095"," translocation protein SEC63 homolog"
"2","XM_022441013.1","intracellular protein transport",0.00834870048530661,"GO:0006605","protein targeting","BP","brown","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"3","XM_022447390.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111110780"," PAB-dependent poly(A)-specific ribonuclease subunit PAN2-like"
"4","XM_022449232.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111111998"," splicing factor 3B subunit 1-like"
"5","XM_022453791.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111115153"," pre-mRNA-processing factor 40 homolog A-like"
"6","XM_022457773.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111118367"," polypyrimidine tract-binding protein 1-like"
"7","XM_022458726.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111118990"," polypyrimidine tract-binding protein 1-like"
"8","XM_022461883.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111120873"," splicing factor 1-like"
"9","XM_022463317.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111121854"," pre-mRNA-splicing factor RBM22-like"
"10","XM_022464277.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111122502"," splicing factor U2AF 26 kDa subunit-like"
"11","XM_022464900.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111122880"," pre-mRNA 3'-end-processing factor FIP1-like"
"12","XM_022465018.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111122970"," pre-mRNA 3'-end-processing factor FIP1-like"
"13","XM_022466084.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111123630"," protein CASC3-like"
"14","XM_022467522.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111124560"," THO complex subunit 2-like"
"15","XM_022477485.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111130416"," SNW domain-containing protein 1-like"
"16","XM_022485704.1","mRNA metabolic process",3.15117596213994e-08,"GO:0006397","mRNA processing","BP","brown","LOC111135550"," RNA-binding protein 39-like"
"17","XR_002638562.1","intracellular protein transport",0.00834870048530661,"GO:0006605","protein targeting","BP","brown","LOC111126975"," signal recognition particle receptor subunit alpha-like"
