"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022431171.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111099741"," G2/mitotic-specific cyclin-B3-like"
"2","XM_022431623.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111100034"," caldesmon-like"
"3","XM_022431972.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111100279"," histone-lysine N-methyltransferase NSD2-like"
"4","XM_022437269.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111103794"," pre-mRNA-splicing regulator WTAP-like"
"5","XM_022438323.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111104400"," uncharacterized"
"6","XM_022440316.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111105859"," protein HEXIM-like"
"7","XM_022441654.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111106827"," U6 snRNA-associated Sm-like protein LSm3"
"8","XM_022443873.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111108202"," E3 ubiquitin-protein ligase HUWE1-like"
"9","XM_022444348.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111108450"," small nuclear ribonucleoprotein F"
"10","XM_022444348.1","protein-containing complex assembly",7.47831231493308e-05,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111108450"," small nuclear ribonucleoprotein F"
"11","XM_022445844.1","protein-containing complex assembly",7.47831231493308e-05,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111109639"," small nuclear ribonucleoprotein F"
"12","XM_022445844.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111109639"," small nuclear ribonucleoprotein F"
"13","XM_022446083.1","membrane organization",0.00737349951540722,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111109834"," caveolin-1-like"
"14","XM_022446471.1","membrane organization",0.00737349951540722,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111110111"," caveolin-1-like"
"15","XM_022446472.1","membrane organization",0.00737349951540722,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111110112"," caveolin-1-like"
"16","XM_022446622.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111110222"," dolichol-phosphate mannosyltransferase subunit 3-like"
"17","XM_022446834.1","intracellular protein transport",6.11082348220152e-06,"GO:0006605","protein targeting","BP","turquoise","LOC111110359"," mitochondrial-processing peptidase subunit beta-like"
"18","XM_022451390.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111113272"," cyclin-dependent kinase 13-like"
"19","XM_022453101.1","membrane organization",0.00737349951540722,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111114681"," caveolin-1-like"
"20","XM_022453791.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111115153"," pre-mRNA-processing factor 40 homolog A-like"
"21","XM_022454108.1","membrane organization",0.00737349951540722,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111115390"," caveolin-1-like"
"22","XM_022457773.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111118367"," polypyrimidine tract-binding protein 1-like"
"23","XM_022458053.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111118539"," splicing factor U2AF 50 kDa subunit-like"
"24","XM_022458726.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111118990"," polypyrimidine tract-binding protein 1-like"
"25","XM_022459388.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111119326"," tubulin polyglutamylase TTLL7-like"
"26","XM_022460049.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111119647"," tyrosine-protein phosphatase Lar-like"
"27","XM_022460079.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111119669"," rho-associated protein kinase 2-like"
"28","XM_022461280.1","mRNA metabolic process",9.03847062966567e-12,"GO:0006397","mRNA processing","BP","turquoise","LOC111120515"," serrate RNA effector molecule homolog"
"29","XM_022461312.1","protein-containing complex assembly",7.47831231493308e-05,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111120525"," ras GTPase-activating protein-binding protein 2-like"
"30","XM_022461575.1","protein modification process",0.0421951037619834,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111120676"," calcium-dependent protein kinase C-like"
