"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022430394.1","RNA binding",0.0254350374481709,"GO:0003729","mRNA binding","MF","purple","LOC111099053"," eukaryotic translation initiation factor 2 subunit 2-like"
"2","XM_022430394.1","RNA binding",4.96575260451503e-20,"GO:0008135","translation factor activity, RNA binding","MF","purple","LOC111099053"," eukaryotic translation initiation factor 2 subunit 2-like"
"3","XM_022430394.1","RNA binding",0.00762167107149736,"GO:0019843","rRNA binding","MF","purple","LOC111099053"," eukaryotic translation initiation factor 2 subunit 2-like"
"4","XM_022430394.1","translation regulator activity",4.96575260451503e-20,"GO:0008135","translation factor activity, RNA binding","MF","purple","LOC111099053"," eukaryotic translation initiation factor 2 subunit 2-like"
"5","XM_022430415.1","transferase activity",0.000833208024265884,"GO:0008168","methyltransferase activity","MF","purple","LOC111099067"," pre-rRNA processing protein FTSJ3-like"
"6","XM_022430438.1","molecular function regulator",0.00238438788551761,"GO:0030234","enzyme regulator activity","MF","purple","LOC111099081"," grpE protein homolog 1, mitochondrial-like"
"7","XM_022430589.1","hydrolase activity",0.000403802926173863,"GO:0004386","helicase activity","MF","purple","LOC111099180"," cytosol aminopeptidase-like"
"8","XM_022430589.1","catalytic activity, acting on a pro...",0.00302306291920602,"GO:0008233","peptidase activity","MF","purple","LOC111099180"," cytosol aminopeptidase-like"
"9","XM_022430589.1","hydrolase activity",0.00668841522842133,"GO:0003924","GTPase activity","MF","purple","LOC111099180"," cytosol aminopeptidase-like"
"10","XM_022430589.1","hydrolase activity",0.00302306291920602,"GO:0008233","peptidase activity","MF","purple","LOC111099180"," cytosol aminopeptidase-like"
"11","XM_022430589.1","hydrolase activity",1.71327734142739e-12,"GO:0016887","ATPase activity","MF","purple","LOC111099180"," cytosol aminopeptidase-like"
"12","XM_022430893.1","molecular function regulator",0.00238438788551761,"GO:0030234","enzyme regulator activity","MF","purple","LOC111099573"," 26S proteasome non-ATPase regulatory subunit 2-like"
"13","XM_022431957.1","hydrolase activity",0.000403802926173863,"GO:0004386","helicase activity","MF","purple","LOC111100268"," V-type proton ATPase subunit E-like"
"14","XM_022431957.1","hydrolase activity",0.00668841522842133,"GO:0003924","GTPase activity","MF","purple","LOC111100268"," V-type proton ATPase subunit E-like"
"15","XM_022431957.1","hydrolase activity",1.71327734142739e-12,"GO:0016887","ATPase activity","MF","purple","LOC111100268"," V-type proton ATPase subunit E-like"
"16","XM_022431957.1","hydrolase activity",0.00302306291920602,"GO:0008233","peptidase activity","MF","purple","LOC111100268"," V-type proton ATPase subunit E-like"
"17","XM_022431972.1","transferase activity",0.000833208024265884,"GO:0008168","methyltransferase activity","MF","purple","LOC111100279"," histone-lysine N-methyltransferase NSD2-like"
"18","XM_022432122.1","RNA binding",0.0254350374481709,"GO:0003729","mRNA binding","MF","purple","LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"19","XM_022432122.1","translation regulator activity",4.96575260451503e-20,"GO:0008135","translation factor activity, RNA binding","MF","purple","LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"20","XM_022432122.1","RNA binding",4.96575260451503e-20,"GO:0008135","translation factor activity, RNA binding","MF","purple","LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"21","XM_022432122.1","RNA binding",0.00762167107149736,"GO:0019843","rRNA binding","MF","purple","LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"22","XM_022432669.1","RNA binding",0.0254350374481709,"GO:0003729","mRNA binding","MF","purple","LOC111100612"," eukaryotic translation initiation factor 4E type 2-like"
