"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022433002.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111100849"," lysozyme 3"
"2","XM_022433002.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111100849"," lysozyme 3"
"3","XM_022433990.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111101481"," transmembrane protease serine 3-like"
"4","XM_022433990.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111101481"," transmembrane protease serine 3-like"
"5","XM_022433990.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111101481"," transmembrane protease serine 3-like"
"6","XM_022435531.1","structural molecule activity",0.000370879003141732,"GO:0003735","structural constituent of ribosome","MF","blue","LOC111102683"," 60S ribosomal protein L44-like"
"7","XM_022438778.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111104696"," cystatin-A-like"
"8","XM_022439010.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111104848"," cystatin-A-like"
"9","XM_022440677.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111106132"," metalloproteinase inhibitor 3-like"
"10","XM_022442456.1","structural molecule activity",0.000370879003141732,"GO:0003735","structural constituent of ribosome","MF","blue","LOC111107317"," 40S ribosomal protein S23"
"11","XM_022442719.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111107495"," elastin-like"
"12","XM_022442725.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111107500"," elastin-like"
"13","XM_022445794.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111109602"," elastin-like"
"14","XM_022446722.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111110293"," lysozyme 3-like"
"15","XM_022446722.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111110293"," lysozyme 3-like"
"16","XM_022448200.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111111308"," transmembrane protease serine 3-like"
"17","XM_022448200.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111111308"," transmembrane protease serine 3-like"
"18","XM_022448200.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111111308"," transmembrane protease serine 3-like"
"19","XM_022448615.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111111564"," cathepsin B-like"
"20","XM_022448615.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111111564"," cathepsin B-like"
"21","XM_022448615.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111111564"," cathepsin B-like"
"22","XM_022449986.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111112478"," mucin-5AC-like"
"23","XM_022450959.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113029"," cathepsin L1-like"
"24","XM_022450959.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111113029"," cathepsin L1-like"
"25","XM_022450959.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113029"," cathepsin L1-like"
"26","XM_022451096.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113113"," tryptase-2-like"
"27","XM_022451096.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111113113"," tryptase-2-like"
"28","XM_022451096.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113113"," tryptase-2-like"
"29","XM_022451097.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111113113"," tryptase-2-like"
"30","XM_022451097.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113113"," tryptase-2-like"
"31","XM_022451097.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113113"," tryptase-2-like"
"32","XM_022451104.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111113117"," lysozyme 1-like"
"33","XM_022451104.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113117"," lysozyme 1-like"
"34","XM_022451106.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111113119"," lysozyme 1-like"
"35","XM_022451106.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111113119"," lysozyme 1-like"
"36","XM_022453588.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111115014"," U-actitoxin-Avd3h-like"
"37","XM_022453596.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111115021"," kappaPI-actitoxin-Avd3e-like"
"38","XM_022454161.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111115429"," kunitz-type serine protease inhibitor textilinin-2-like"
"39","XM_022454290.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111115527"," antistasin-like"
"40","XM_022455465.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111116469"," carboxypeptidase A1-like"
"41","XM_022455465.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111116469"," carboxypeptidase A1-like"
"42","XM_022455465.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111116469"," carboxypeptidase A1-like"
"43","XM_022456552.1","molecular function regulator",5.99211989554426e-06,"GO:0030234","enzyme regulator activity","MF","blue","LOC111117426"," kunitz-type serine protease inhibitor bitisilin-3-like"
"44","XM_022457492.1","hydrolase activity",2.47487171294411e-05,"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF","blue","LOC111118165"," zinc metalloproteinase nas-6-like"
"45","XM_022457492.1","catalytic activity, acting on a pro...",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111118165"," zinc metalloproteinase nas-6-like"
"46","XM_022457492.1","hydrolase activity",0.0213151906649139,"GO:0008233","peptidase activity","MF","blue","LOC111118165"," zinc metalloproteinase nas-6-like"
"47","XM_022457605.1","structural molecule activity",0.000370879003141732,"GO:0003735","structural constituent of ribosome","MF","blue","LOC111118248"," 40S ribosomal protein S12-like"
