"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022433242.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111101027"," ras-related protein Rab6"
"2","XM_022435081.1","structural molecule activity",0.0162038600973863,"GO:0003735","structural constituent of ribosome","MF","red","LOC111102380"," 40S ribosomal protein S4-like"
"3","XM_022445998.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111109768"," ras-related protein rab7"
"4","XM_022449624.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111112216"," ras-related protein Ral-A-like"
"5","XM_022454936.1","structural molecule activity",0.0162038600973863,"GO:0003735","structural constituent of ribosome","MF","red","LOC111115985"," 40S ribosomal protein S27-like"
"6","XM_022459439.1","structural molecule activity",0.0162038600973863,"GO:0003735","structural constituent of ribosome","MF","red","LOC111119359"," 40S ribosomal protein S24-like"
"7","XM_022465190.1","RNA binding",0.0475238319586163,"GO:0008135","translation factor activity, RNA binding","MF","red","LOC111123093"," eukaryotic translation initiation factor 1-like"
"8","XM_022465190.1","translation regulator activity",0.0475238319586163,"GO:0008135","translation factor activity, RNA binding","MF","red","LOC111123093"," eukaryotic translation initiation factor 1-like"
"9","XM_022468645.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111125144"," ras-related protein Rab-5B-like"
"10","XM_022469089.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111125356"," ras-related protein Rab-9A-like"
"11","XM_022469767.1","RNA binding",0.0475238319586163,"GO:0008135","translation factor activity, RNA binding","MF","red","LOC111125711"," eukaryotic translation initiation factor 1-like"
"12","XM_022469767.1","translation regulator activity",0.0475238319586163,"GO:0008135","translation factor activity, RNA binding","MF","red","LOC111125711"," eukaryotic translation initiation factor 1-like"
"13","XM_022473388.1","structural molecule activity",0.0162038600973863,"GO:0003735","structural constituent of ribosome","MF","red","LOC111128022"," 28S ribosomal protein S5, mitochondrial-like"
"14","XM_022477057.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111130255"," rho-related GTP-binding protein RhoJ-like"
"15","XM_022479343.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111131699"," elongation factor 2-like"
"16","XM_022487604.1","structural molecule activity",0.0162038600973863,"GO:0003735","structural constituent of ribosome","MF","red","LOC111136624"," 60S ribosomal protein L22-like"
"17","XR_002638562.1","hydrolase activity",0.00401156910799425,"GO:0003924","GTPase activity","MF","red","LOC111126975"," signal recognition particle receptor subunit alpha-like"
