"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022432764.1","hydrolase activity",0.0245382194315278,"GO:0004518","nuclease activity","MF","greenyellow","LOC111100677"," V-type proton ATPase subunit E-like"
"2","XM_022432764.1","hydrolase activity",0.0197236106222564,"GO:0016887","ATPase activity","MF","greenyellow","LOC111100677"," V-type proton ATPase subunit E-like"
"3","XM_022432764.1","hydrolase activity",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111100677"," V-type proton ATPase subunit E-like"
"4","XM_022439587.1","transferase activity",0.0206412805164727,"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","greenyellow","LOC111105347"," glutathione S-transferase P 1-like"
"5","XM_022439855.1","transferase activity",0.0206412805164727,"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","greenyellow","LOC111105513"," glutathione S-transferase P 1-like"
"6","XM_022442213.1","catalytic activity, acting on a pro...",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111107171"," dipeptidyl peptidase 1-like"
"7","XM_022442213.1","hydrolase activity",0.0245382194315278,"GO:0004518","nuclease activity","MF","greenyellow","LOC111107171"," dipeptidyl peptidase 1-like"
"8","XM_022442213.1","hydrolase activity",0.0197236106222564,"GO:0016887","ATPase activity","MF","greenyellow","LOC111107171"," dipeptidyl peptidase 1-like"
"9","XM_022442213.1","hydrolase activity",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111107171"," dipeptidyl peptidase 1-like"
"10","XM_022446182.1","hydrolase activity",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111109917"," deoxyribonuclease-1-like"
"11","XM_022446182.1","hydrolase activity",0.0245382194315278,"GO:0004518","nuclease activity","MF","greenyellow","LOC111109917"," deoxyribonuclease-1-like"
"12","XM_022446182.1","hydrolase activity",0.0197236106222564,"GO:0016887","ATPase activity","MF","greenyellow","LOC111109917"," deoxyribonuclease-1-like"
"13","XM_022447201.1","catalytic activity, acting on a pro...",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111110628"," methionine aminopeptidase 2-like"
"14","XM_022447201.1","hydrolase activity",0.0197236106222564,"GO:0016887","ATPase activity","MF","greenyellow","LOC111110628"," methionine aminopeptidase 2-like"
"15","XM_022447201.1","hydrolase activity",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111110628"," methionine aminopeptidase 2-like"
"16","XM_022447201.1","hydrolase activity",0.0245382194315278,"GO:0004518","nuclease activity","MF","greenyellow","LOC111110628"," methionine aminopeptidase 2-like"
"17","XM_022450957.1","catalytic activity, acting on a pro...",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111113026"," cathepsin L1-like"
"18","XM_022450957.1","hydrolase activity",0.0197236106222564,"GO:0016887","ATPase activity","MF","greenyellow","LOC111113026"," cathepsin L1-like"
"19","XM_022450957.1","hydrolase activity",0.0245382194315278,"GO:0004518","nuclease activity","MF","greenyellow","LOC111113026"," cathepsin L1-like"
"20","XM_022450957.1","hydrolase activity",2.37048797783336e-10,"GO:0008233","peptidase activity","MF","greenyellow","LOC111113026"," cathepsin L1-like"
