"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022432795.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111100708"," 40S ribosomal protein S13-like"
"2","XM_022434060.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111101507"," 60S ribosomal protein L32-like"
"3","XM_022434368.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111101764"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"4","XM_022434368.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111101764"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"5","XM_022434493.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111101860"," 60S ribosomal protein L35a-like"
"6","XM_022437244.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111103780"," ubiquitin carboxyl-terminal hydrolase 47-like"
"7","XM_022437244.1","hydrolase activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111103780"," ubiquitin carboxyl-terminal hydrolase 47-like"
"8","XM_022437244.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111103780"," ubiquitin carboxyl-terminal hydrolase 47-like"
"9","XM_022437244.1","catalytic activity, acting on a protein",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111103780"," ubiquitin carboxyl-terminal hydrolase 47-like"
"10","XM_022439790.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111105476"," metalloproteinase inhibitor 3-like"
"11","XM_022439982.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111105616"," 60S ribosomal protein L44-like"
"12","XM_022440951.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111106322"," 60S ribosomal protein L18a-like"
"13","XM_022441013.1","hydrolase activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"14","XM_022441013.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"15","XM_022441013.1","catalytic activity, acting on a protein",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"16","XM_022441013.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111106358"," mitochondrial-processing peptidase subunit beta-like"
"17","XM_022441035.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111106383"," 60S ribosomal protein L18a-like"
"18","XM_022444311.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111108431"," prostaglandin reductase 1-like"
"19","XM_022444311.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111108431"," prostaglandin reductase 1-like"
"20","XM_022448463.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111111467"," uncharacterized"
"21","XM_022448720.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111111632"," kunitz-type serine protease inhibitor A-like"
"22","XM_022449232.1","RNA binding",0.0143603527146252,"GO:0003729","mRNA binding","MF","green","LOC111111998"," splicing factor 3B subunit 1-like"
"23","XM_022449232.1","RNA binding",0.00308669227466249,"GO:0019843","rRNA binding","MF","green","LOC111111998"," splicing factor 3B subunit 1-like"
"24","XM_022450308.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111112645"," cytochrome c-like"
"25","XM_022450308.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111112645"," cytochrome c-like"
"26","XM_022450954.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113025"," cathepsin L1-like"
"27","XM_022450954.1","catalytic activity, acting on a protein",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113025"," cathepsin L1-like"
"28","XM_022450954.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111113025"," cathepsin L1-like"
"29","XM_022450954.1","hydrolase activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113025"," cathepsin L1-like"
"30","XM_022450958.1","catalytic activity, acting on a protein",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113028"," cathepsin L1-like"
"31","XM_022450958.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113028"," cathepsin L1-like"
"32","XM_022450958.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111113028"," cathepsin L1-like"
"33","XM_022450958.1","hydrolase activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113028"," cathepsin L1-like"
"34","XM_022451881.1","catalytic activity, acting on a protein",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113586"," carboxypeptidase A1-like"
"35","XM_022451881.1","hydrolase activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113586"," carboxypeptidase A1-like"
"36","XM_022451881.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111113586"," carboxypeptidase A1-like"
"37","XM_022451881.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111113586"," carboxypeptidase A1-like"
"38","XM_022452387.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111114067"," 40S ribosomal protein S11-like"
"39","XM_022452991.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111114610"," 60S ribosomal protein L37a"
"40","XM_022453757.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111115132"," 60S ribosomal protein L37a"
"41","XM_022454300.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111115533"," BPTI/Kunitz domain-containing protein 4-like"
"42","XM_022455250.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111116264"," ornithine decarboxylase antizyme 3-like"
"43","XM_022456231.1","molecular function regulator activity",0.000227414261308812,"GO:0030234","enzyme regulator activity","MF","green","LOC111117151"," ralA-binding protein 1-like"
"44","XM_022457419.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111118104"," 60S ribosomal protein L23"
"45","XM_022457734.1","catalytic activity",0.00507724932168899,"GO:0016491","oxidoreductase activity","MF","green","LOC111118329"," cytochrome c oxidase subunit 5B, mitochondrial-like"
"46","XM_022457734.1","catalytic activity",0.00177444377227991,"GO:0008233","peptidase activity","MF","green","LOC111118329"," cytochrome c oxidase subunit 5B, mitochondrial-like"
"47","XM_022457754.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111118348"," 40S ribosomal protein S15Aa"
"48","XM_022458026.1","structural molecule activity",3.57373054232522e-51,"GO:0003735","structural constituent of ribosome","MF","green","LOC111118510"," 40S ribosomal protein S20"
