"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022431171.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111099741"," G2/mitotic-specific cyclin-B3-like"
"2","XM_022431972.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111100279"," histone-lysine N-methyltransferase NSD2-like"
"3","XM_022437269.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111103794"," pre-mRNA-splicing regulator WTAP-like"
"4","XM_022438323.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111104400"," uncharacterized"
"5","XM_022440316.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111105859"," protein HEXIM-like"
"6","XM_022441654.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111106827"," U6 snRNA-associated Sm-like protein LSm3"
"7","XM_022444348.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111108450"," small nuclear ribonucleoprotein F"
"8","XM_022444348.1","protein-containing complex assembly",0.000378316822450245,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111108450"," small nuclear ribonucleoprotein F"
"9","XM_022445844.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111109639"," small nuclear ribonucleoprotein F"
"10","XM_022445844.1","protein-containing complex assembly",0.000378316822450245,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111109639"," small nuclear ribonucleoprotein F"
"11","XM_022446083.1","membrane organization",0.00819997192882405,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111109834"," caveolin-1-like"
"12","XM_022446471.1","membrane organization",0.00819997192882405,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111110111"," caveolin-1-like"
"13","XM_022446834.1","intracellular protein transport",4.45386678670169e-06,"GO:0006605","protein targeting","BP","turquoise","LOC111110359"," mitochondrial-processing peptidase subunit beta-like"
"14","XM_022451390.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111113272"," cyclin-dependent kinase 13-like"
"15","XM_022453101.1","membrane organization",0.00819997192882405,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111114681"," caveolin-1-like"
"16","XM_022454108.1","membrane organization",0.00819997192882405,"GO:0007009","plasma membrane organization","BP","turquoise","LOC111115390"," caveolin-1-like"
"17","XM_022457773.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111118367"," polypyrimidine tract-binding protein 1-like"
"18","XM_022458053.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111118539"," splicing factor U2AF 50 kDa subunit-like"
"19","XM_022458726.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111118990"," polypyrimidine tract-binding protein 1-like"
"20","XM_022459388.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111119326"," tubulin polyglutamylase TTLL7-like"
"21","XM_022460049.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111119647"," tyrosine-protein phosphatase Lar-like"
"22","XM_022461280.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111120515"," serrate RNA effector molecule homolog"
"23","XM_022461312.1","protein-containing complex assembly",0.000378316822450245,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111120525"," ras GTPase-activating protein-binding protein 2-like"
"24","XM_022461575.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111120676"," calcium-dependent protein kinase C-like"
"25","XM_022461816.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111120828"," peptidyl-prolyl cis-trans isomerase E-like"
"26","XM_022462542.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111121322"," COP9 signalosome complex subunit 1-like"
"27","XM_022462857.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111121539"," peptidyl-prolyl cis-trans isomerase A-like"
"28","XM_022463499.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111121987"," probable splicing factor 3B subunit 5"
"29","XM_022463654.1","intracellular protein transport",4.45386678670169e-06,"GO:0006605","protein targeting","BP","turquoise","LOC111122095"," signal recognition particle subunit SRP68-like"
"30","XM_022463712.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111122128"," U4/U6.U5 tri-snRNP-associated protein 2-like"
"31","XM_022463712.1","protein-containing complex assembly",0.000378316822450245,"GO:0022618","ribonucleoprotein complex assembly","BP","turquoise","LOC111122128"," U4/U6.U5 tri-snRNP-associated protein 2-like"
"32","XM_022463712.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111122128"," U4/U6.U5 tri-snRNP-associated protein 2-like"
"33","XM_022465017.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111122969"," peptidyl-prolyl cis-trans isomerase D-like"
"34","XM_022467522.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111124560"," THO complex subunit 2-like"
"35","XM_022467910.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111124749"," uncharacterized"
"36","XM_022468577.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111125105"," serine/threonine-protein kinase N2-like"
"37","XM_022468579.1","mitotic cell cycle",0.00934358453708204,"GO:0140014","mitotic nuclear division","BP","turquoise","LOC111125107"," sister chromatid cohesion protein PDS5 homolog B-like"
"38","XM_022469527.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111125573"," small ubiquitin-related modifier 3-like"
"39","XM_022469902.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111125773"," protein tyrosine phosphatase type IVA 2-like"
"40","XM_022470685.1","mitotic cell cycle",0.00934358453708204,"GO:0140014","mitotic nuclear division","BP","turquoise","LOC111126210"," anaphase-promoting complex subunit 15-like"
"41","XM_022471445.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111126659"," uncharacterized"
"42","XM_022473644.1","intracellular protein transport",4.45386678670169e-06,"GO:0006605","protein targeting","BP","turquoise","LOC111128167"," mitochondrial import inner membrane translocase subunit TIM44-like"
"43","XM_022475303.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111129147"," protein phosphatase 1B-like"
"44","XM_022475592.1","mRNA metabolic process",8.34108142325385e-10,"GO:0006397","mRNA processing","BP","turquoise","LOC111129301"," U1 small nuclear ribonucleoprotein 70 kDa-like"
"45","XM_022476258.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111129798"," ubiquitin carboxyl-terminal hydrolase MINDY-2-like"
"46","XM_022476578.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111129998"," ubiquitin-like modifier-activating enzyme 1"
"47","XM_022478497.1","protein modification process",0.0346119473278145,"GO:0006464","cellular protein modification process","BP","turquoise","LOC111131116"," peptidyl-prolyl cis-trans isomerase-like"
