"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317098","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105345480/105346162/105343416/105317098/105322216/105338772/105322856/105341528/105323611",31,"105317098","CDS"
"2","crg:105317162","crg00270","Cysteine and methionine metabolism","105333137/105326266/105338391/105343888/105330054/105329340/105317162/105318268",8,"105317162","CDS"
"3","crg:105317402","crg04141","Protein processing in endoplasmic reticulum","105332358/105317402/105326153/105346081/105328588/105346120/105333050/105348304/105348305/105334510/105334234/105345701/105340656/105328488",14,"105317402","CDS"
"4","crg:105317497","crg00620","Pyruvate metabolism","105333137/105327683/105343888/105326107/105339502/105338756/105317497/105330868",8,"105317497","CDS"
"5","crg:105317497","crg01200","Carbon metabolism","105319941/105333137/105335180/105343888/105318268/105338126/105339502/105341248/105347640/105328869/105336766/105340512/105338756/105317497/105330868",15,"105317497","CDS"
"6","crg:105317497","crg00020","Citrate cycle (TCA cycle)","105319941/105333137/105343888/105326107/105339502/105341248/105328869/105338756/105317497",9,"105317497","CDS"
"7","crg:105317497","crg00010","Glycolysis / Gluconeogenesis","105327683/105326107/105338126/105339502/105347640/105340512/105338756/105317497/105330868",9,"105317497","CDS"
"8","crg:105317795","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105345480/105346162/105343416/105317098/105322216/105338772/105322856/105341528/105323611",31,"105317795","CDS"
"9","crg:105318268","crg01200","Carbon metabolism","105319941/105333137/105335180/105343888/105318268/105338126/105339502/105341248/105347640/105328869/105336766/105340512/105338756/105317497/105330868",15,"105318268","CDS"
"10","crg:105318268","crg00270","Cysteine and methionine metabolism","105333137/105326266/105338391/105343888/105330054/105329340/105317162/105318268",8,"105318268","CDS"
"11","crg:105318287","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105345480/105346162/105343416/105317098/105322216/105338772/105322856/105341528/105323611",31,"105318287","CDS"
"12","crg:105318528","crg03050","Proteasome","105327391/105326796/105343419/105348466/105334244/105318528/105339979/105343011/105326861/105332852/105341026",11,"105318528","CDS"
"13","crg:105319097","crg00190","Oxidative phosphorylation","105333395/105346116/105332292/105332067/105326432/105344651/105319097/105330603/105341248/105321030/105329525/105347858/105345750/105347217/105324755/105319696",16,"105319097","CDS"
