"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","B9.larva","B10.larva","B11.larva","B12.larva","C1.larva","C2.larva","C3.larva","C4.larva","C5.larva","C6.larva","C7.larva","C8.larva","C9.larva","C10.larva","C11.larva"
"4681","XR_002637048.1","XR_002637048.1 PREDICTED: Crassostrea virginica uncharacterized LOC111116684 (LOC111116684), ncRNA"," uncharacterized LOC111116684 (LOC111116684), ncRNA","LOC111116684",892.545953049414,-20.001689911331,0.528301061575733,-37.8604007564798,0,0,80.8724774681079,72.4570252937018,67.9411508031626,39.6612673065282,39.4073293665636,51.8318197582081,1695.61391772301,1592.52134515959,1600.49612085127,53.5534494835488,45.0749987657602,68.8145681956234,21.1815481836913,66.7112741321045,47.2277418554325,1702.97659815219,1837.21840881244,1397.23956881215,1968.21810638496,1530.95589213745,1492.18810533377,1944.18342335769,1384.38727289818,2620.3694629508
"2556","XM_022470031.1","XM_022470031.1 PREDICTED: Crassostrea virginica carnosine synthase 1-like (LOC111125850), mRNA"," carnosine synthase 1-like (LOC111125850), mRNA","LOC111125850",7215.8080369488,-7.9788259162835,0.38865631017106,-20.5292586469824,1.17960782743882e-93,2.83341800150806e-90,3677.45126709146,2835.32654714863,3412.45753434018,3676.70667192951,2774.46364135544,3570.54358366624,14431.0976621774,13744.6736692102,13281.590003706,2322.63293871243,2642.8183486872,2487.15510764182,2010.61772759039,2436.7170656674,2863.80987846772,15921.9113133956,9891.35822786738,10606.1561131316,9165.53500784101,12681.0731633196,11906.3586013824,8578.16818591792,10980.723572625,7280.04705389872
"2377","XM_022468170.1","XM_022468170.1 PREDICTED: Crassostrea virginica histone H3.3 (LOC111124901), transcript variant X1, mRNA"," histone H3.3 (LOC111124901), transcript variant X1, mRNA","LOC111124901",172.008060917509,-8.03422989127221,0.396344978546545,-20.2708002526862,2.32839737655242e-91,3.72854033231927e-88,57.2846715399097,66.5179248597918,57.0705666746566,46.0928241670463,52.5431058220848,76.9117325444378,236.575371511104,183.198276241969,191.580583044541,63.4707549434653,69.9848665047329,101.993020718513,71.6913938524936,74.6112934372222,71.3440355688449,303.160230483644,381.725321984543,290.347097099711,269.13479631507,196.541634801429,227.46194395031,362.457810672588,321.145257518804,355.348947763293
"4721","XR_002637949.1","XR_002637949.1 PREDICTED: Crassostrea virginica uncharacterized LOC111122743 (LOC111122743), ncRNA"," uncharacterized LOC111122743 (LOC111122743), ncRNA","LOC111122743",241.265531697213,6.22145305393799,0.348312672567508,17.8616902109187,2.3443149643511e-71,2.81552227218567e-68,400.992700779368,416.924850460481,369.599860369205,291.563911010153,414.715228095741,381.214674350692,150.805017696321,211.329846751035,208.876052347174,346.113960551084,355.855253413896,299.83490428093,317.723222755369,273.867335910745,294.419752417909,53.5929695050242,73.1713665697855,46.4555355359537,250.105063242288,181.025189948685,207.641608585345,84.5734891569372,87.585070232401,72.3858967665967
"3548","XM_022479553.1","XM_022479553.1 PREDICTED: Crassostrea virginica basic salivary proline-rich protein 2-like (LOC111131829), mRNA"," basic salivary proline-rich protein 2-like (LOC111131829), mRNA","LOC111131829",151.600166206146,-42.3493572442394,2.38505182829039,-17.7561580599259,1.54451699508478e-70,1.48397192887746e-67,0,0,0,0,0,0,268.621437771572,225.738699938606,266.084143117419,0,0,0,0,0,0,326.35718743358,401.120142039185,257.292196814513,300.397929220356,248.263117643911,334.114224723692,344.334920138959,303.492452665762,362.587537439952
"3501","XM_022479226.1","XM_022479226.1 PREDICTED: Crassostrea virginica protein spalten-like (LOC111131614), mRNA"," protein spalten-like (LOC111131614), mRNA","LOC111131614",106.088900828659,-40.2682386782161,2.37929139827264,-16.9244669683801,2.9702377168827e-64,2.37817033198408e-61,0,0,0,0,0,0,178.13842715378,181.826004509819,167.633010163974,0,0,0,0,0,0,223.170723759728,264.474818926935,203.689655811489,228.356796873393,177.921900978136,176.495367297543,272.850185256309,205.723071941221,265.853657215501
"2746","XM_022471786.1","XM_022471786.1 PREDICTED: Crassostrea virginica uncharacterized LOC111126876 (LOC111126876), mRNA"," uncharacterized LOC111126876 (LOC111126876), mRNA","LOC111126876",204.793261738766,-5.05974238598629,0.322710178912102,-15.6789054595158,2.10856375078902e-55,1.44707717982721e-52,93.2279948590688,79.5839458143938,88.7764370494659,73.962903895958,55.3579150625537,97.8116598662959,229.035120626288,212.01598261711,170.293851595148,162.64380954263,182.672363419133,160.976936314762,175.969784910666,143.955907337699,140.678379994905,459.939663662521,433.738703040174,385.93829522177,240.590196705896,182.059619605534,197.259528156078,324.198375101593,294.666050239241,329.684857091499
"3429","XM_022478595.1","XM_022478595.1 PREDICTED: Crassostrea virginica uncharacterized LOC111131183 (LOC111131183), mRNA"," uncharacterized LOC111131183 (LOC111131183), mRNA","LOC111131183",120.658746267657,8.98348979479174,0.624592266336246,14.3829667432282,6.61950318318917e-47,3.9750116615051e-44,199.934735962822,161.543531802352,199.294042355944,231.536046978651,270.221687085008,228.227206354691,96.1381987814049,113.898553768415,125.059547265187,156.69342626668,144.714469721651,119.196662767419,171.081735329814,137.811447878163,145.702607851866,0,17.631654595129,0,93.7893987158579,106.546254655512,84.0004689277078,21.1433722892343,40.0582879357493,31.5865731345149
"2936","XM_022473993.1","XM_022473993.1 PREDICTED: Crassostrea virginica fatty acid-binding protein-like (LOC111128399), mRNA"," fatty acid-binding protein-like (LOC111128399), mRNA","LOC111128399",243.309856984022,3.69709801095009,0.270910369056263,13.646941694514,2.10530235914497e-42,1.12376361481472e-39,380.774581412341,394.356268811623,380.470444497711,400.900377638961,394.073293665636,478.190337124113,248.82827919893,256.614813911971,176.945955173083,229.08975612407,221.816441294662,237.164493959916,198.780682954641,258.06729730051,234.129018134378,96.7873031359392,89.0398557054016,113.458711789733,228.356796873393,186.197338232933,215.192212533903,140.955815261562,135.790806561862,143.455686319255
"967","XM_022450957.1","XM_022450957.1 PREDICTED: Crassostrea virginica cathepsin L1-like (LOC111113026), transcript variant X2, mRNA"," cathepsin L1-like (LOC111113026), transcript variant X2, mRNA","LOC111113026",609.756726429879,4.64924023426981,0.351342569761155,13.2327837114369,5.67460605058327e-40,2.7260807467002e-37,889.597252149187,1015.58617419861,949.364347222859,1204.84498520372,1194.41738770561,1441.25898811533,449.587459007158,652.515208637125,657.227833500024,576.195447221146,635.794719432828,484.159640519207,594.71269900364,524.912393828928,479.311337554071,193.574606271878,200.119279654714,138.473230924477,517.880592909302,432.391596563144,577.621202064687,241.638540448392,254.607762303491,328.368749877561
