"","TranscriptID","fullID","Function","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","C6.larva","C7.larva","C8.larva"
"522","XM_022440140.1","XM_022440140.1 PREDICTED: Crassostrea virginica uncharacterized LOC111105758 (LOC111105758), mRNA"," uncharacterized LOC111105758 (LOC111105758), mRNA","LOC111105758",69.4319337406802,-3.01260643900175,0.299125203471701,-10.071389518626,7.3926183081788e-24,3.39986515993143e-20,107.400302419163,86.0436552268107,92.3433215679661,34.0368221633859,22.8819419248252,23.9323609718301,52.9240702308763,49.3083519450241,40.1410971175883,99.4670993827931,107.686762546573,117.017419391327
"2552","XM_022469843.1","XM_022469843.1 PREDICTED: Crassostrea virginica immediate early response gene 5-like protein (LOC111125757), mRNA"," immediate early response gene 5-like protein (LOC111125757), mRNA","LOC111125757",253.411178452882,-1.22592592470993,0.126800464956669,-9.66815007444071,4.11753465242399e-22,9.46827093324897e-19,286.400806451102,285.664935353011,290.221867785036,198.0324198597,186.716646106573,197.840850700462,217.171184740492,206.562014904831,194.231115085105,317.21939803161,319.034614273491,341.838288143168
"4835","XR_002639294.1","XR_002639294.1 PREDICTED: Crassostrea virginica uncharacterized LOC111133690 (LOC111133690), ncRNA"," uncharacterized LOC111133690 (LOC111133690), ncRNA","LOC111133690",312.13066890025,-1.6043344450669,0.194564455862816,-8.24577355587542,1.64095162509459e-16,2.51557884127e-13,307.012985703265,332.702133543668,350.025161752862,206.283770687187,234.31108531021,219.379975575109,236.333348099948,217.889609270579,239.551708604962,482.549847005712,381.43255145001,538.095849799489
"38","XM_022430770.1","XM_022430770.1 PREDICTED: Crassostrea virginica cystatin-A-like (LOC111099480), mRNA"," cystatin-A-like (LOC111099480), mRNA","LOC111099480",74.6848520947927,-5.22690802451115,0.684328397830732,-7.63801128388072,2.20602532451808e-14,2.53637761686466e-11,83.5335685482381,82.6019090177382,51.0086919137337,9.28276968092344,0,7.17970829154901,42.8867465663997,66.6329080338163,63.4488309278009,219.096448640477,126.808711036151,143.737932480685
"2413","XM_022468296.1","XM_022468296.1 PREDICTED: Crassostrea virginica thioredoxin domain-containing protein 3 homolog (LOC111124944), transcript variant X15, mRNA"," thioredoxin domain-containing protein 3 homolog (LOC111124944), transcript variant X15, mRNA","LOC111124944",42.4069530544059,22.2622801654049,3.08118119999135,7.22524211346849,5.00209853152329e-13,4.60093022929512e-10,44.4789131230878,57.3624368178738,79.1514184868281,0,108.918043562168,0,40.1492946579061,95.9513875686955,82.8719424363113,0,0,0
"3867","XM_022483036.1","XM_022483036.1 PREDICTED: Crassostrea virginica cytochrome P450 27C1-like (LOC111134181), transcript variant X3, mRNA"," cytochrome P450 27C1-like (LOC111134181), transcript variant X3, mRNA","LOC111134181",73.6976798573225,9.53430558014607,1.3338265221308,7.14808516846326,8.79967130610558e-13,6.74494805612993e-10,130.182184750501,40.1537057725116,65.9595154056901,107.267560757337,96.1041560842658,91.7407170586819,85.7734931327995,129.934170665942,137.256654660141,0,0,0
"633","XM_022443093.1","XM_022443093.1 PREDICTED: Crassostrea virginica cystatin-A-like (LOC111107749), mRNA"," cystatin-A-like (LOC111107749), mRNA","LOC111107749",330.362493362094,-2.31003952851839,0.327298090240761,-7.05790714152692,1.69028944333715e-12,1.00327799401726e-09,312.437243401202,308.609910080161,260.320220801124,110.361817317645,133.630540840979,132.425730710793,198.921505350535,345.824792695507,321.128776940706,762.13304527086,551.517251173101,527.039085762513
"3236","XM_022476779.1","XM_022476779.1 PREDICTED: Crassostrea virginica epididymal secretory protein E1-like (LOC111130084), mRNA"," epididymal secretory protein E1-like (LOC111130084), mRNA","LOC111130084",199.873604402272,1.96089724779482,0.278004963188499,7.05346129545625,1.74521068757079e-12,1.00327799401726e-09,120.418520894213,184.707046553554,144.231473687109,350.682410168219,367.941626151189,467.478784316414,144.172467180663,151.923030317101,157.974640269218,103.499549357771,119.763782645254,85.6899212865624
"4264","XM_022487060.1","XM_022487060.1 PREDICTED: Crassostrea virginica CCAAT/enhancer-binding protein beta-like (LOC111136304), mRNA"," CCAAT/enhancer-binding protein beta-like (LOC111136304), mRNA","LOC111136304",253.77382548147,-1.71685091079855,0.264311361870678,-6.49556227415821,8.27238589955554e-11,4.22718919467288e-08,424.176951978715,353.352610798102,369.373286271865,231.03782316965,202.276366615455,212.20026728356,173.371954204595,147.258726754734,116.538669051063,302.433748123357,305.951175833253,207.314325693296
"1003","XM_022451290.1","XM_022451290.1 PREDICTED: Crassostrea virginica tissue factor pathway inhibitor-like (LOC111113197), mRNA"," tissue factor pathway inhibitor-like (LOC111113197), mRNA","LOC111113197",486.076327872514,-1.30224131692522,0.205037387305159,-6.35123834750726,2.13588468015931e-10,9.82293364405267e-08,675.862509163017,596.569342905887,609.465922348576,421.850311055298,410.95967696986,374.142576526276,271.920222910364,399.797448202898,391.051978371344,606.211646238374,521.324700926399,553.759598851871
"1600","XM_022460333.1","XM_022460333.1 PREDICTED: Crassostrea virginica uncharacterized LOC111119822 (LOC111119822), mRNA"," uncharacterized LOC111119822 (LOC111119822), mRNA","LOC111119822",1430.40830134749,0.849887598468525,0.136647034360518,6.21958319436522,4.98477265052953e-10,2.08408812907139e-07,1119.56678885431,1196.58043202085,1173.19991401587,1528.56274079206,1558.71788391909,1763.81500362387,1689.92031151005,1681.81459877352,1603.0541365024,1469.15594088369,1238.90097845636,1141.61088681775
"1174","XM_022455052.1","XM_022455052.1 PREDICTED: Crassostrea virginica phosphoserine aminotransferase-like (LOC111116065), mRNA"," phosphoserine aminotransferase-like (LOC111116065), mRNA","LOC111116065",25.3478502159361,7.82730392436445,1.26685831655197,6.17851564148719,6.47070789908545e-10,2.4798988023245e-07,0,0,0,27.8483090427703,24.7124972788112,23.9323609718301,37.4118427494125,61.9686044714492,42.730845318723,33.6037497914841,26.1668768804756,25.7991160862769
