"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105343349","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105343349",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"2","crg:105341417","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105341417",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111129428"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"3","crg:105341417","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105341417",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111129427"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"4","crg:105323542","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105323542",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111108591"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial-like"
"5","crg:105341238","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105341238",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"6","crg:105347858","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105347858",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111104128"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like"
"7","crg:105329407","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105329407",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111133766"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like"
"8","crg:105318424","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105318424",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111136504"," NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial-like"
"9","crg:105319312","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105319312",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111136515"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
"10","crg:105321030","Day2","black","crg00190","Oxidative phosphorylation",84,13,"105321030",0.154761904761905,6.3655659950097e-10,9.19616297495123,7.03562557343177e-09,"LOC111121087"," acyl carrier protein, mitochondrial-like"
