"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105342224","Day2","turquoise","crg04070","Phosphatidylinositol signaling system",114,7,"105342224",0.0614035087719298,0.00209296427959272,2.67923818365756,0.0425936590232905,"LOC111111073"," calmodulin-2-like"
"2","crg:105342224","Day2","turquoise","crg04070","Phosphatidylinositol signaling system",114,7,"105342224",0.0614035087719298,0.00209296427959272,2.67923818365756,0.0425936590232905,"LOC111110836"," calmodulin-2-like"
"3","crg:105327997","Day2","turquoise","crg04070","Phosphatidylinositol signaling system",114,7,"105327997",0.0614035087719298,0.00209296427959272,2.67923818365756,0.0425936590232905,"LOC111129026"," calmodulin-A-like"
"4","crg:105338360","Day2","turquoise","crg04070","Phosphatidylinositol signaling system",114,7,"105338360",0.0614035087719298,0.00209296427959272,2.67923818365756,0.0425936590232905,"LOC111114541"," calmodulin-like"
"5","crg:105321301","Day2","turquoise","crg04070","Phosphatidylinositol signaling system",114,7,"105321301",0.0614035087719298,0.00209296427959272,2.67923818365756,0.0425936590232905,"LOC111135914"," inositol monophosphatase 1-like"
"6","crg:105348945","Day2","turquoise","crg03060","Protein export",30,4,"105348945",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111106793"," mitochondrial inner membrane protease subunit 2-like"
"7","crg:105348945","Day2","turquoise","crg03060","Protein export",30,4,"105348945",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111106955"," mitochondrial inner membrane protease subunit 2-like"
"8","crg:105340191","Day2","turquoise","crg03060","Protein export",30,4,"105340191",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111135352"," signal peptidase complex subunit 1-like"
"9","crg:105330866","Day2","turquoise","crg03060","Protein export",30,4,"105330866",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111115647"," signal recognition particle 19 kDa protein-like"
"10","crg:105330866","Day2","turquoise","crg03060","Protein export",30,4,"105330866",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111114773"," signal recognition particle 19 kDa protein-like"
"11","crg:105329775","Day2","turquoise","crg03060","Protein export",30,4,"105329775",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111136391"," signal recognition particle receptor subunit beta-like"
"12","crg:105348945","Day2","turquoise","crg03060","Protein export",30,4,"105348945",0.133333333333333,0.00119923357432811,2.92109622126942,0.0422164511822122,"LOC111107953"," uncharacterized"
"13","crg:105348805","Day2","turquoise","crg03040","Spliceosome",137,8,"105348805",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111135336"," H/ACA ribonucleoprotein complex subunit 2-like protein"
"14","crg:105348805","Day2","turquoise","crg03040","Spliceosome",137,8,"105348805",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111117994"," NHP2-like protein 1"
"15","crg:105348805","Day2","turquoise","crg03040","Spliceosome",137,8,"105348805",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111118069"," NHP2-like protein 1"
"16","crg:105348755","Day2","turquoise","crg03040","Spliceosome",137,8,"105348755",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111134475"," RNA-binding protein 8A-like"
"17","crg:105331507","Day2","turquoise","crg03040","Spliceosome",137,8,"105331507",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111119654"," protein BUD31 homolog"
"18","crg:105331507","Day2","turquoise","crg03040","Spliceosome",137,8,"105331507",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111119975"," protein BUD31 homolog"
"19","crg:105327851","Day2","turquoise","crg03040","Spliceosome",137,8,"105327851",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111136440"," serine/arginine-rich splicing factor 1A-like"
"20","crg:105335780","Day2","turquoise","crg03040","Spliceosome",137,8,"105335780",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111118539"," splicing factor U2AF 50 kDa subunit-like"
"21","crg:105339081","Day2","turquoise","crg03040","Spliceosome",137,8,"105339081",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111120158"," transformer-2 protein homolog alpha-like"
"22","crg:105325235","Day2","turquoise","crg03040","Spliceosome",137,8,"105325235",0.0583941605839416,0.00138295271114143,2.85919266995682,0.0422164511822122,"LOC111126498"," zinc finger matrin-type protein 2-like"
