"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105345381","Day2","pink","crg04144","Endocytosis",190,8,"105345381",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111136896"," AP-2 complex subunit mu"
"2","crg:105334480","Day2","pink","crg04144","Endocytosis",190,8,"105334480",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111134329"," F-actin-capping protein subunit beta-like"
"3","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110461"," caveolin-1-like"
"4","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110460"," caveolin-1-like"
"5","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111109850"," caveolin-1-like"
"6","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111115448"," caveolin-1-like"
"7","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110759"," caveolin-1-like"
"8","crg:105325532","Day2","pink","crg04144","Endocytosis",190,8,"105325532",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111131429"," caveolin-1-like"
"9","crg:105339682","Day2","pink","crg04144","Endocytosis",190,8,"105339682",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111114774"," caveolin-1-like"
"10","crg:105339682","Day2","pink","crg04144","Endocytosis",190,8,"105339682",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110117"," caveolin-1-like"
"11","crg:105339682","Day2","pink","crg04144","Endocytosis",190,8,"105339682",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110762"," caveolin-1-like"
"12","crg:105342944","Day2","pink","crg04144","Endocytosis",190,8,"105342944",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111131471"," caveolin-1-like"
"13","crg:105339682","Day2","pink","crg04144","Endocytosis",190,8,"105339682",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111110459"," caveolin-3-like"
"14","crg:105328967","Day2","pink","crg04144","Endocytosis",190,8,"105328967",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111115795"," partitioning defective 3 homolog"
"15","crg:105327336","Day2","pink","crg04144","Endocytosis",190,8,"105327336",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111137647"," ras-related protein Rab-24-like"
"16","crg:105327336","Day2","pink","crg04144","Endocytosis",190,8,"105327336",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111099150"," ras-related protein Rab-24-like"
"17","crg:105327336","Day2","pink","crg04144","Endocytosis",190,8,"105327336",0.0421052631578947,0.000205410185074379,3.68737802611393,0.00735152241318831,"LOC111125144"," ras-related protein Rab-5B-like"
"18","crg:105320746","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105320746",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111122524"," NEDD8-conjugating enzyme UBE2F-like"
"19","crg:105318798","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105318798",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111132184"," elongin-B-like"
"20","crg:105329514","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105329514",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111128792"," kelch-like protein 9"
"21","crg:105343163","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105343163",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111138391"," pre-mRNA-processing factor 19-like"
"22","crg:105343163","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105343163",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111132870"," pre-mRNA-processing factor 19-like"
"23","crg:105335778","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105335778",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111118267"," ubiquitin-conjugating enzyme E2 D2B-like"
"24","crg:105321026","Day2","pink","crg04120","Ubiquitin mediated proteolysis",165,6,"105321026",0.0363636363636364,0.00297180084392181,2.52698029830443,0.0419398007462674,"LOC111119090"," ubiquitin-conjugating enzyme E2 S-like"
"25","crg:105321021","Day2","pink","crg03015","mRNA surveillance pathway",72,4,"105321021",0.0555555555555556,0.0035155421213783,2.45400769420919,0.0419398007462674,"LOC111121238"," RNA-binding protein with serine-rich domain 1-B-like"
"26","crg:105331297","Day2","pink","crg03015","mRNA surveillance pathway",72,4,"105331297",0.0555555555555556,0.0035155421213783,2.45400769420919,0.0419398007462674,"LOC111100273"," cleavage stimulation factor subunit 2-like"
"27","crg:105325000","Day2","pink","crg03015","mRNA surveillance pathway",72,4,"105325000",0.0555555555555556,0.0035155421213783,2.45400769420919,0.0419398007462674,"LOC111100355"," eukaryotic peptide chain release factor subunit 1"
"28","crg:105326211","Day2","pink","crg03015","mRNA surveillance pathway",72,4,"105326211",0.0555555555555556,0.0035155421213783,2.45400769420919,0.0419398007462674,"LOC111136039"," serine/threonine-protein phosphatase alpha-2 isoform-like"
