"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105318988","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105318988","poly(U)-binding-splicing factor PUF60 isoform X1"
"2","crg:105319620","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105319620","splicing factor 3B subunit 2"
"3","crg:105322652","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105322652","transcription elongation regulator 1 isoform X1"
"4","crg:105324894","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105324894","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16"
"5","crg:105326740","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105326740","ATP-dependent RNA helicase DHX8"
"6","crg:105330153","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105330153","THO complex subunit 2"
"7","crg:105333111","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105333111","splicing factor 3B subunit 1 isoform X1"
"8","crg:105334527","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105334527","cell division cycle 5-like protein"
"9","crg:105335725","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105335725","pre-mRNA-splicing factor 38B isoform X1"
"10","crg:105336187","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105336187","probable ATP-dependent RNA helicase DDX23"
"11","crg:105340745","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105340745","WW domain-binding protein 11"
"12","crg:105345480","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105345480","probable ATP-dependent RNA helicase DDX46"
"13","crg:105346945","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105346945","LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein K"
"14","crg:105347056","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105347056","pre-mRNA-splicing factor RBM22"
"15","crg:105347185","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105347185","splicing factor 3A subunit 1"
"16","crg:105348084","crg03040","Spliceosome","105347056/105336187/105347185/105319620/105318988/105340745/105322652/105348084/105324894/105335725/105333111/105345480/105326740/105330153/105346945/105334527",16,"105348084","calcium homeostasis endoplasmic reticulum protein isoform X1"
