"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317098","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105321821/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105331507/105345480/105340745/105346162/105343416/105317098/105322216/105340762/105338772/105322856/105341528/105336187/105323611",36,"105317098","polyglutamine-binding protein 1"
"2","crg:105317402","crg04141","Protein processing in endoplasmic reticulum","105334865/105332358/105317402/105326153/105346081/105328588/105337599/105346120/105333050/105318855/105348304/105348305/105334510/105334234/105345701/105340656/105344505/105328488/105336785",19,"105317402","ubiquitin-conjugating enzyme E2 2"
"3","crg:105317497","crg00020","Citrate cycle (TCA cycle)","105319941/105338798/105333137/105343888/105326107/105339502/105341248/105328869/105326324/105338756/105317497",11,"105317497","dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
"4","crg:105317497","crg00010","Glycolysis / Gluconeogenesis","105330845/105327683/105326107/105338126/105339502/105347640/105340512/105347662/105338756/105317497/105330868",11,"105317497","dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
"5","crg:105317497","crg01200","Carbon metabolism","105319941/105330845/105338798/105333137/105335180/105343888/105331916/105318268/105338126/105339502/105341248/105347640/105328869/105336766/105340512/105326324/105347662/105338756/105317497/105330868",20,"105317497","dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
"6","crg:105317497","crg00620","Pyruvate metabolism","105333137/105327683/105343888/105326107/105339502/105338756/105317497/105330868",8,"105317497","dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
"7","crg:105317795","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105321821/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105331507/105345480/105340745/105346162/105343416/105317098/105322216/105340762/105338772/105322856/105341528/105336187/105323611",36,"105317795","serine/arginine-rich splicing factor 2-like isoform X2"
"8","crg:105318268","crg01200","Carbon metabolism","105319941/105330845/105338798/105333137/105335180/105343888/105331916/105318268/105338126/105339502/105341248/105347640/105328869/105336766/105340512/105326324/105347662/105338756/105317497/105330868",20,"105318268","aspartate aminotransferase, mitochondrial isoform X1"
"9","crg:105318287","crg03040","Spliceosome","105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105321821/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105331507/105345480/105340745/105346162/105343416/105317098/105322216/105340762/105338772/105322856/105341528/105336187/105323611",36,"105318287","U1 small nuclear ribonucleoprotein 70 kDa"
"10","crg:105318528","crg03050","Proteasome","105327391/105346293/105326796/105343419/105348466/105334244/105318528/105339979/105343011/105326861/105332852/105341026",12,"105318528","proteasome subunit alpha type-6"
